Order_ID,Order_Date,Month,Quarter,Product,SKU,Category,Subcategory,Region,Customer_Segment,Sales,Profit,Quantity,Discount,Unit_Price,Shipping_Cost,Profit_Margin
45991,2011-02-14,2011-02-01,2011 Q1,"Bush Westfield Collection Bookcases, Fully Assembled",SKU-0FC33D,Furniture,Bookcases,Ontario,Consumer,131.27,-68.16,1,0.1,100.98,35.84,-0.5192
45991,2011-02-14,2011-02-01,2011 Q1,Avery 506,SKU-CEC1AB,Office Supplies,Labels,Ontario,Consumer,196.39,82.6,50,0.07,4.13,0.5,0.4206
46307,2011-02-06,2011-02-01,2011 Q1,Xerox Blank Computer Paper,SKU-57E310,Office Supplies,Paper,Ontario,Consumer,643.53,175.97,32,0.05,19.98,5.77,0.2734
46307,2011-02-06,2011-02-01,2011 Q1,"SAFCO Mobile Desk Side File, Wire Frame",SKU-C8D4DD,Office Supplies,Storage & Organization,Ontario,Consumer,1217.77,283.14,27,0.01,42.76,6.22,0.2325
46434,2010-04-01,2010-04-01,2010 Q2,Large Capacity Hanging Post Binders,SKU-9002EB,Office Supplies,Binders And Binder Accessories,Ontario,Consumer,800.39,270.29,34,0.06,24.95,2.99,0.3377
46466,2012-02-21,2012-02-01,2012 Q1,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",SKU-B83D79,Furniture,Office Furnishings,Ontario,Home Office,271.27,71.31,7,0.05,37.93,13.99,0.2629
46528,2009-12-06,2009-12-01,2009 Q4,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",SKU-56551C,Furniture,Office Furnishings,Ontario,Home Office,2980.15,-865.98,43,0.05,70.71,37.58,-0.2906
46528,2009-12-06,2009-12-01,2009 Q4,Xerox 1939,SKU-FD5EDC,Office Supplies,Paper,Ontario,Home Office,476.04,57.25,23,0.01,18.97,9.54,0.1203
46626,2012-06-27,2012-06-01,2012 Q2,Global Deluxe Office Fabric Chairs,SKU-CB8CE7,Furniture,Chairs & Chairmats,Ontario,Home Office,825.96,-276.95,8,0.01,95.98,58.2,-0.3353
46853,2009-05-22,2009-05-01,2009 Q2,Hayes Optima 56K V.90 Internal Voice Modem,SKU-89E5AB,Technology,Computer Peripherals,Ontario,Home Office,5648.69,1489.8,22,0.03,256.99,11.25,0.2637
46855,2010-03-05,2010-03-01,2010 Q1,Tenex B1-RE Series Chair Mats for Low Pile Carpets,SKU-144FC3,Furniture,Office Furnishings,Ontario,Corporate,53.34,-4.68,32,0.04,1.68,0.7,-0.0877
46919,2009-06-18,2009-06-01,2009 Q2,Adesso Programmable 142-Key Keyboard,SKU-37E552,Technology,Computer Peripherals,Ontario,Small Business,4483.92,174.61,31,0.07,152.48,6.5,0.0389
46977,2012-05-07,2012-05-01,2012 Q2,Tuff Stuffª Recycled Round Ring Binders,SKU-5A056A,Office Supplies,Binders And Binder Accessories,Ontario,Consumer,50.42,7.25,10,0.06,4.82,1.49,0.1438
46977,2012-05-07,2012-05-01,2012 Q2,2180,SKU-3A1DD9,Technology,Telephones And Communication,Ontario,Consumer,2980.37,494.63,19,0.02,175.99,8.99,0.166
47041,2012-04-01,2012-04-01,2012 Q2,"Binney & Smith Crayola¨ Metallic Colored Pencils, 8-Color Set",SKU-B6BB8D,Office Supplies,Pens & Art Supplies,Ontario,Home Office,154.0,-7.08,35,0.08,4.63,1.93,-0.046
47301,2011-07-17,2011-07-01,2011 Q3,Sensible Storage WireTech Storage Systems,SKU-8A49E4,Office Supplies,Storage & Organization,Ontario,Consumer,460.71,-231.95,6,0.02,70.98,35.0,-0.5035
47714,2011-03-10,2011-03-01,2011 Q1,Balt Solid Wood Rectangular Table,SKU-908EE9,Furniture,Tables,Ontario,Corporate,2946.05,-690.21,29,0.06,105.49,41.64,-0.2343
48003,2012-01-26,2012-01-01,2012 Q1,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",SKU-C476F9,Technology,Computer Peripherals,Ontario,Consumer,183.33,-106.54,30,0.05,5.98,4.38,-0.5811
48003,2012-01-26,2012-01-01,2012 Q1,"Executive Impressions 14"" Two-Color Numerals Wall Clock",SKU-59EFA4,Furniture,Office Furnishings,Ontario,Consumer,88.06,-69.05,12,0.04,6.48,9.68,-0.7841
48195,2010-11-27,2010-11-01,2010 Q4,6162m,SKU-14AD59,Technology,Telephones And Communication,Ontario,Corporate,3337.52,850.54,35,0.07,115.99,2.5,0.2548
48195,2010-11-27,2010-11-01,2010 Q4,Accessory41,SKU-907B2A,Technology,Telephones And Communication,Ontario,Corporate,1018.4,296.87,35,0.09,35.99,5.99,0.2915
48195,2010-11-27,2010-11-01,2010 Q4,iDENi80s,SKU-716BE6,Technology,Telephones And Communication,Ontario,Corporate,2679.12,47.28,47,0.01,65.99,19.99,0.0176
48357,2009-03-28,2009-03-01,2009 Q1,Canon MP41DH Printing Calculator,SKU-F563A9,Technology,Office Machines,Ontario,Consumer,2365.43,619.71,16,0.04,150.98,13.99,0.262
48615,2012-12-03,2012-12-01,2012 Q4,Avery 506,SKU-CEC1AB,Office Supplies,Labels,Ontario,Corporate,16.91,0.21,4,0.08,4.13,0.5,0.0124
48615,2012-12-03,2012-12-01,2012 Q4,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro¨ Back, 8-1/2x11, 25/Bx",SKU-B9635C,Furniture,Office Furnishings,Ontario,Corporate,464.66,219.02,8,0.04,54.74,14.83,0.4714
48642,2010-02-01,2010-02-01,2010 Q1,Staples 4 Outlet Surge Protector,SKU-997D80,Office Supplies,Appliances,Ontario,Home Office,37.73,-13.72,4,0.06,8.67,3.5,-0.3636
48642,2010-02-01,2010-02-01,2010 Q1,Logitech Cordless Elite Duo,SKU-EAC765,Technology,Computer Peripherals,Ontario,Home Office,519.69,-122.09,5,0.02,100.98,7.18,-0.2349
48710,2009-11-25,2009-11-01,2009 Q4,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Ó x 11Ó",SKU-EFBA96,Office Supplies,Paper,Ontario,Home Office,29.24,-1.73,4,0.01,6.98,1.6,-0.0592
49094,2012-09-03,2012-09-01,2012 Q3,Belkin MediaBoard 104- Keyboard,SKU-771793,Technology,Computer Peripherals,Ontario,Consumer,846.85,-25.98,31,0.03,27.48,4.0,-0.0307
49125,2009-03-29,2009-03-01,2009 Q1,HP Office Recycled Paper (20Lb. and 87 Bright),SKU-B7326E,Office Supplies,Paper,Ontario,Corporate,177.41,-116.05,29,0.05,5.78,7.64,-0.6541
49216,2009-03-19,2009-03-01,2009 Q1,Newell 342,SKU-6BE734,Office Supplies,Pens & Art Supplies,Ontario,Home Office,96.71,-72.44,28,0.01,3.28,3.97,-0.749
49538,2010-03-17,2010-03-01,2010 Q1,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",SKU-C9823C,Furniture,Office Furnishings,Ontario,Consumer,730.51,217.57,29,0.08,26.38,5.58,0.2978
49730,2009-01-04,2009-01-01,2009 Q1,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,SKU-9CA718,Furniture,Chairs & Chairmats,Ontario,Home Office,1039.56,-394.69,3,0.06,350.98,30.0,-0.3797
49924,2011-05-25,2011-05-01,2011 Q2,Storex DuraTech Recycled Plastic Frosted Binders,SKU-6774B5,Office Supplies,Binders And Binder Accessories,Ontario,Home Office,204.15,-155.53,48,0.07,4.24,5.41,-0.7618
49924,2011-05-25,2011-05-01,2011 Q2,Eldon Pizzazª Desk Accessories,SKU-088539,Furniture,Office Furnishings,Ontario,Home Office,33.11,-35.96,13,0.08,2.23,4.57,-1.0861
50306,2011-05-20,2011-05-01,2011 Q2,GBC DocuBind P50 Personal Binding Machine,SKU-BB9CAC,Office Supplies,Binders And Binder Accessories,Ontario,Small Business,2010.89,564.07,34,0.09,63.98,11.55,0.2805
50566,2011-09-07,2011-09-01,2011 Q3,Staples 4 Outlet Surge Protector,SKU-997D80,Office Supplies,Appliances,Ontario,Corporate,389.28,-37.43,48,0.1,8.67,3.5,-0.0962
50823,2009-07-21,2009-07-01,2009 Q3,Logitech Cordless Elite Duo,SKU-EAC765,Technology,Computer Peripherals,Ontario,Home Office,1244.72,269.94,12,0.04,100.98,7.18,0.2169
50854,2011-12-17,2011-12-01,2011 Q4,Cardinal Holdit Business Card Pockets,SKU-FDF777,Office Supplies,Binders And Binder Accessories,Ontario,Corporate,137.5,-64.24,27,0.07,4.98,4.95,-0.4672
50854,2011-12-17,2011-12-01,2011 Q4,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",SKU-2AAB5B,Technology,Office Machines,Ontario,Corporate,5744.24,1118.17,12,0.09,500.98,28.14,0.1947
50854,2011-12-17,2011-12-01,2011 Q4,Fiskars¨ Softgrip Scissors,SKU-5E1C61,Office Supplies,"Scissors, Rulers And Trimmers",Ontario,Corporate,452.15,25.79,42,0.06,10.98,3.37,0.057
51109,2012-11-08,2012-11-01,2012 Q4,EcoTones¨ Memo Sheets,SKU-EA4C3D,Office Supplies,Paper,Ontario,Home Office,112.05,26.21,28,0.04,4.0,1.3,0.2339
51395,2010-06-09,2010-06-01,2010 Q2,Avery 484,SKU-55DD08,Office Supplies,Labels,Ontario,Corporate,78.22,32.5,26,0.03,2.88,0.5,0.4155
51395,2010-06-09,2010-06-01,2010 Q2,Xerox 1952,SKU-5853BD,Office Supplies,Paper,Ontario,Corporate,51.65,-32.13,10,0.1,4.98,5.49,-0.6221
51559,2012-03-04,2012-03-01,2012 Q1,Boston 1799 Powerhouseª Electric Pencil Sharpener,SKU-5BE3FF,Office Supplies,Pens & Art Supplies,Ontario,Consumer,823.98,129.81,34,0.09,25.98,4.08,0.1575
51813,2012-12-21,2012-12-01,2012 Q4,"Carina Mini System Audio Rack, Model AR050B",SKU-303918,Office Supplies,Storage & Organization,Ontario,Corporate,1390.17,-469.84,13,0.07,110.98,35.0,-0.338
51937,2009-02-27,2009-02-01,2009 Q1,3.6 Cubic Foot Counter Height Office Refrigerator,SKU-BE4111,Office Supplies,Appliances,Ontario,Corporate,11613.13,2816.21,39,0.05,294.62,42.52,0.2425
52098,2010-03-10,2010-03-01,2010 Q1,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,SKU-9CA718,Furniture,Chairs & Chairmats,Ontario,Corporate,812.06,220.07,19,0.0,39.06,10.55,0.271
52102,2010-09-12,2010-09-01,2010 Q3,Staples SlimLine Pencil Sharpener,SKU-DE3B2B,Office Supplies,Pens & Art Supplies,Ontario,Corporate,104.27,-23.61,8,0.03,11.97,5.81,-0.2264
52135,2010-03-24,2010-03-01,2010 Q1,U.S. Robotics 56K Internet Call Modem,SKU-3200EE,Technology,Computer Peripherals,Ontario,Small Business,3922.96,863.57,38,0.04,99.99,19.99,0.2201
52162,2011-11-01,2011-11-01,2011 Q4,"Hon Metal Bookcases, Putty",SKU-780EA4,Furniture,Bookcases,Ontario,Home Office,261.16,-220.3,39,0.07,6.48,9.68,-0.8435
52162,2011-11-01,2011-11-01,2011 Q4,Global Enterpriseª Series Seating Low-Back Swivel/Tilt Chairs,SKU-255072,Furniture,Chairs & Chairmats,Ontario,Home Office,155.22,23.34,47,0.07,3.29,1.35,0.1504
52256,2010-11-04,2010-11-01,2010 Q4,5170,SKU-1F5069,Technology,Telephones And Communication,Ontario,Corporate,1236.95,119.89,23,0.06,65.99,4.2,0.0969
52391,2009-12-12,2009-12-01,2009 Q4,"Snap-A-Way¨ Black Print Carbonless Speed Message, No Reply Area, Duplicate",SKU-7879D8,Office Supplies,Paper,Ontario,Corporate,1072.36,440.48,36,0.04,29.14,4.86,0.4108
52391,2009-12-12,2009-12-01,2009 Q4,"Iris¨ 3-Drawer Stacking Bin, Black",SKU-DCE0B2,Office Supplies,Storage & Organization,Ontario,Corporate,857.84,-309.43,39,0.02,20.89,11.52,-0.3607
52642,2011-06-14,2011-06-01,2011 Q2,"Situations Contoured Folding Chairs, 4/Set",SKU-8FD33F,Furniture,Chairs & Chairmats,Ontario,Home Office,742.84,-320.7,9,0.01,70.98,59.81,-0.4317
52642,2011-06-14,2011-06-01,2011 Q2,Adesso Programmable 142-Key Keyboard,SKU-37E552,Technology,Computer Peripherals,Ontario,Home Office,2070.68,-281.67,14,0.03,152.48,4.0,-0.136
52642,2011-06-14,2011-06-01,2011 Q2,Xerox 1908,SKU-1F643E,Office Supplies,Paper,Ontario,Home Office,764.13,276.98,15,0.09,55.98,4.86,0.3625
52645,2012-03-07,2012-03-01,2012 Q1,"Dixon My First Ticonderoga Pencil, #2",SKU-3C89D4,Office Supplies,Pens & Art Supplies,Ontario,Corporate,64.34,-8.37,11,0.09,5.85,2.27,-0.1301
52645,2012-03-07,2012-03-01,2012 Q1,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,SKU-58081F,Office Supplies,Appliances,Ontario,Corporate,693.02,97.36,10,0.07,70.97,3.5,0.1405
52711,2011-09-23,2011-09-01,2011 Q3,"Advantus Push Pins, Aluminum Head",SKU-1AAF77,Office Supplies,Rubber Bands,Ontario,Home Office,201.14,-51.25,37,0.08,5.81,3.37,-0.2548
52896,2010-10-22,2010-10-01,2010 Q4,Array¨ Memo Cubes,SKU-B3DBB2,Office Supplies,Paper,Ontario,Home Office,48.26,2.76,9,0.09,5.18,2.04,0.0572
52896,2010-10-22,2010-10-01,2010 Q4,"Bevis Round Bullnose 29"" High Table Top",SKU-55BAAE,Furniture,Tables,Ontario,Home Office,1718.43,-192.49,6,0.0,259.71,66.67,-0.112
52999,2012-04-25,2012-04-01,2012 Q2,"Master Giant Foot¨ Doorstop, Safety Yellow",SKU-B53B25,Furniture,Office Furnishings,Ontario,Home Office,43.61,22.85,5,0.04,7.59,4.0,0.524
52999,2012-04-25,2012-04-01,2012 Q2,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",SKU-FB3A99,Office Supplies,Paper,Ontario,Home Office,343.05,98.86,39,0.05,9.11,2.15,0.2882
52999,2012-04-25,2012-04-01,2012 Q2,Xerox 1978,SKU-232C09,Office Supplies,Paper,Ontario,Home Office,44.63,-21.19,7,0.1,5.78,5.67,-0.4748
53254,2009-08-18,2009-08-01,2009 Q3,5165,SKU-9C22C0,Technology,Telephones And Communication,Ontario,Home Office,5442.14,1640.3,34,0.0,175.99,4.99,0.3014
53281,2009-04-02,2009-04-01,2009 Q2,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,SKU-1EE0BD,Furniture,Chairs & Chairmats,Ontario,Corporate,14075.99,1894.14,40,0.08,355.98,58.92,0.1346
53285,2012-05-24,2012-05-01,2012 Q2,GBC DocuBind P100 Manual Binding Machine,SKU-BFD777,Office Supplies,Binders And Binder Accessories,Ontario,Home Office,1042.96,163.8,6,0.04,165.98,19.99,0.1571
53312,2009-07-04,2009-07-01,2009 Q3,Hoover WindTunnelª Plus Canister Vacuum,SKU-1EFD0C,Office Supplies,Appliances,Ontario,Home Office,8413.23,2464.75,23,0.05,363.25,19.99,0.293
53312,2009-07-04,2009-07-01,2009 Q3,"Eldon Spacemaker¨ Box, Quick-Snap Lid, Clear",SKU-000A4C,Office Supplies,Pens & Art Supplies,Ontario,Home Office,105.45,-173.36,30,0.06,3.34,7.49,-1.644
53637,2011-03-17,2011-03-01,2011 Q1,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",SKU-323314,Office Supplies,Envelopes,Ontario,Consumer,451.09,61.27,12,0.1,39.98,9.83,0.1358
53698,2012-06-16,2012-06-01,2012 Q2,*Staples* Highlighting Markers,SKU-435007,Office Supplies,Pens & Art Supplies,Ontario,Consumer,55.33,13.38,10,0.0,4.84,0.71,0.2418
54183,2012-04-15,2012-04-01,2012 Q2,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",SKU-6A1B71,Technology,Computer Peripherals,Ontario,Corporate,2773.71,1097.25,32,0.02,82.99,5.5,0.3956
54183,2012-04-15,2012-04-01,2012 Q2,Boston 16765 Mini Stand Up Battery Pencil Sharpener,SKU-D47216,Office Supplies,Pens & Art Supplies,Ontario,Corporate,113.89,-52.25,9,0.02,11.66,8.99,-0.4588
54245,2011-03-24,2011-03-01,2011 Q1,Accessory37,SKU-E30276,Technology,Telephones And Communication,Ontario,Corporate,83.3,-114.91,5,0.09,20.99,2.5,-1.3795
54339,2012-05-02,2012-05-01,2012 Q2,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,SKU-AAD756,Office Supplies,Appliances,Ontario,Corporate,3005.74,1053.21,48,0.02,59.98,3.99,0.3504
54339,2012-05-02,2012-05-01,2012 Q2,3390,SKU-8ED36A,Technology,Telephones And Communication,Ontario,Corporate,2209.52,458.62,41,0.06,65.99,5.31,0.2076
54401,2011-12-04,2011-12-01,2011 Q4,Avery Legal 4-Ring Binder,SKU-7A5162,Office Supplies,Binders And Binder Accessories,Ontario,Home Office,670.02,278.58,34,0.07,20.98,1.49,0.4158
54563,2010-10-04,2010-10-01,2010 Q4,"DAX Metal Frame, Desktop, Stepped-Edge",SKU-6EDA21,Furniture,Office Furnishings,Ontario,Home Office,523.56,43.87,24,0.01,20.24,8.99,0.0838
54694,2009-09-19,2009-09-01,2009 Q3,Letter or Legal Size Expandable Poly String Tie Envelopes,SKU-23F657,Office Supplies,Envelopes,Ontario,Consumer,112.63,-201.6,43,0.08,2.66,6.35,-1.7899
54755,2009-12-07,2009-12-01,2009 Q4,Keytronic 105-Key Spanish Keyboard,SKU-6EA3F0,Technology,Computer Peripherals,Ontario,Home Office,3421.88,443.52,44,0.0,73.98,4.0,0.1296
54914,2011-08-28,2011-08-01,2011 Q3,Xerox 1983,SKU-3A7A8A,Office Supplies,Paper,Ontario,Small Business,197.93,-57.64,32,0.06,5.98,5.46,-0.2912
54914,2011-08-28,2011-08-01,2011 Q3,Eldon Simplefile¨ Box Office¨,SKU-179B1A,Office Supplies,Storage & Organization,Ontario,Small Business,90.58,-27.83,7,0.06,12.44,6.27,-0.3072
55073,2012-03-20,2012-03-01,2012 Q1,TIMEPORT P8767,SKU-C3EB46,Technology,Telephones And Communication,Ontario,Corporate,2376.71,721.81,40,0.01,65.99,3.99,0.3037
55270,2010-01-22,2010-01-01,2010 Q1,Binding Machine Supplies,SKU-EA28FC,Office Supplies,Binders And Binder Accessories,Ontario,Home Office,35.14,-12.75,1,0.02,29.17,6.27,-0.3628
55716,2012-10-22,2012-10-01,2012 Q4,High Speed Automatic Electric Letter Opener,SKU-C985E8,Office Supplies,"Scissors, Rulers And Trimmers",Ontario,Home Office,14665.55,-767.51,9,0.07,1637.53,24.49,-0.0523
55776,2009-03-22,2009-03-01,2009 Q1,Panasonic KX-P1150 Dot Matrix Printer,SKU-7CA196,Technology,Office Machines,Ontario,Corporate,4856.1,1096.64,32,0.01,145.45,17.85,0.2258
55874,2009-02-16,2009-02-01,2009 Q1,"Wilson Jones Hanging View Binder, White, 1""",SKU-21DA30,Office Supplies,Binders And Binder Accessories,Ontario,Small Business,208.83,-60.15,28,0.0,7.1,6.05,-0.288
55874,2009-02-16,2009-02-01,2009 Q1,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",SKU-183DF2,Technology,Computer Peripherals,Ontario,Small Business,228.3,-111.72,41,0.01,4.98,4.62,-0.4894
56002,2009-07-04,2009-07-01,2009 Q3,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",SKU-0B237C,Office Supplies,Envelopes,Ontario,Corporate,514.53,149.31,21,0.04,23.99,6.71,0.2902
56002,2009-07-04,2009-07-01,2009 Q3,Xerox 1908,SKU-1F643E,Office Supplies,Paper,Ontario,Corporate,748.84,286.7,14,0.09,55.98,4.86,0.3829
56002,2009-07-04,2009-07-01,2009 Q3,Fellowes Super Stor/Drawer¨ Files,SKU-025894,Office Supplies,Storage & Organization,Ontario,Corporate,1497.93,35.31,9,0.05,161.55,19.99,0.0236
56002,2009-07-04,2009-07-01,2009 Q3,Hon 5100 Series Wood Tables,SKU-A31DBE,Furniture,Tables,Ontario,Corporate,3857.56,-377.81,14,0.07,290.98,69.0,-0.0979
56039,2011-11-25,2011-11-01,2011 Q4,Xerox 1977,SKU-5C7F5B,Office Supplies,Paper,Ontario,Small Business,156.66,-33.15,23,0.07,6.68,5.2,-0.2116
56710,2010-05-11,2010-05-01,2010 Q2,"Fellowes Personal Hanging Folder Files, Navy",SKU-A14963,Office Supplies,Storage & Organization,Ontario,Consumer,479.84,5.71,34,0.02,13.43,5.5,0.0119
56710,2010-05-11,2010-05-01,2010 Q2,StarTAC 7760,SKU-0F3789,Technology,Telephones And Communication,Ontario,Consumer,833.93,-39.22,16,0.08,65.99,3.99,-0.047
56710,2010-05-11,2010-05-01,2010 Q2,Belkin ErgoBoardª Keyboard,SKU-E740CB,Technology,Computer Peripherals,Ontario,Consumer,182.64,-99.24,6,0.08,30.98,6.5,-0.5434
56710,2010-05-11,2010-05-01,2010 Q2,Imation DVD-RAM discs,SKU-58B566,Technology,Computer Peripherals,Ontario,Consumer,736.17,232.99,21,0.01,35.41,1.99,0.3165
57092,2010-05-01,2010-05-01,2010 Q2,LX 677,SKU-9F1478,Technology,Telephones And Communication,Ontario,Consumer,2820.7,601.34,29,0.03,110.99,8.99,0.2132
57253,2009-01-05,2009-01-01,2009 Q1,"Metal Folding Chairs, Beige, 4/Carton",SKU-91DDCF,Furniture,Chairs & Chairmats,Ontario,Consumer,78.08,1.74,43,0.08,1.81,0.75,0.0223
57253,2009-01-05,2009-01-01,2009 Q1,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,SKU-1EE0BD,Furniture,Chairs & Chairmats,Ontario,Consumer,653.54,-1358.9,29,0.06,20.98,53.03,-2.0793
57253,2009-01-05,2009-01-01,2009 Q1,Telescoping Adjustable Floor Lamp,SKU-779E99,Furniture,Office Furnishings,Ontario,Consumer,12635.75,-335.24,48,0.07,279.48,35.0,-0.0265
57253,2009-01-05,2009-01-01,2009 Q1,"Iceberg OfficeWorks 42"" Round Tables",SKU-ABAFEE,Furniture,Tables,Ontario,Consumer,240.3,-139.16,49,0.08,4.91,5.68,-0.5791
57253,2009-01-05,2009-01-01,2009 Q1,232,SKU-BE83AB,Technology,Telephones And Communication,Ontario,Consumer,2750.11,667.45,25,0.04,125.99,5.26,0.2427
57382,2009-03-23,2009-03-01,2009 Q1,Presstex Flexible Ring Binders,SKU-5C0D95,Office Supplies,Binders And Binder Accessories,Ontario,Consumer,106.04,16.9,25,0.09,4.55,1.49,0.1594
57382,2009-03-23,2009-03-01,2009 Q1,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",SKU-F38821,Office Supplies,Envelopes,Ontario,Consumer,452.93,20.14,45,0.07,9.78,5.76,0.0445
57415,2009-03-24,2009-03-01,2009 Q1,Decoflex Hanging Personal Folder File,SKU-1D13E8,Office Supplies,Storage & Organization,Ontario,Consumer,101.52,-16.37,6,0.02,15.42,5.41,-0.1612
57606,2010-01-03,2010-01-01,2010 Q1,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",SKU-2A5D55,Technology,Computer Peripherals,Ontario,Consumer,294.48,-64.24,37,0.08,8.46,3.62,-0.2181
57794,2009-07-26,2009-07-01,2009 Q3,Xerox 1897,SKU-61EBC9,Office Supplies,Paper,Ontario,Home Office,88.84,-46.92,16,0.02,4.98,6.07,-0.5281
58054,2011-01-04,2011-01-01,2011 Q1,Eldon¨ Wave Desk Accessories,SKU-291A23,Furniture,Office Furnishings,Ontario,Consumer,61.4,-92.11,26,0.04,2.08,5.33,-1.5002
58113,2012-02-01,2012-02-01,2012 Q1,GBC VeloBinder Strips,SKU-5B9582,Office Supplies,Binders And Binder Accessories,Ontario,Small Business,362.71,-88.95,48,0.07,7.68,6.16,-0.2452
58113,2012-02-01,2012-02-01,2012 Q1,2160i,SKU-D62EA8,Technology,Telephones And Communication,Ontario,Small Business,2077.19,-38.07,12,0.05,200.99,4.2,-0.0183
58528,2010-10-27,2010-10-01,2010 Q4,Bionaire Personal Warm Mist Humidifier/Vaporizer,SKU-666EF3,Office Supplies,Appliances,Ontario,Corporate,700.95,233.8,14,0.0,46.89,5.1,0.3335
58528,2010-10-27,2010-10-01,2010 Q4,Colored Envelopes,SKU-400733,Office Supplies,Envelopes,Ontario,Corporate,159.74,-9.14,41,0.08,3.69,2.5,-0.0572
58598,2011-08-22,2011-08-01,2011 Q3,"Global Leather and Oak Executive Chair, Black",SKU-53E944,Furniture,Chairs & Chairmats,Ontario,Home Office,13608.83,1342.93,50,0.1,300.98,64.73,0.0987
58598,2011-08-22,2011-08-01,2011 Q3,Advantus SlideClipª Paper Clips,SKU-D8C568,Office Supplies,Rubber Bands,Ontario,Home Office,89.32,33.46,25,0.01,3.41,0.7,0.3746
58851,2010-06-07,2010-06-01,2010 Q2,Document Clip Frames,SKU-E58B9B,Furniture,Office Furnishings,Ontario,Corporate,23.93,-6.39,3,0.1,8.34,0.96,-0.267
58851,2010-06-07,2010-06-01,2010 Q2,Canon MP100DHII Printing Calculator,SKU-CF943E,Technology,Office Machines,Ontario,Corporate,2027.55,537.4,14,0.04,140.99,13.99,0.265
58853,2012-05-13,2012-05-01,2012 Q2,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",SKU-F49246,Furniture,Chairs & Chairmats,Ontario,Home Office,5307.5,1116.67,27,0.09,200.98,23.76,0.2104
59015,2012-05-26,2012-05-01,2012 Q2,Hewlett-Packard 4.7GB DVD+R Discs,SKU-FCC104,Technology,Computer Peripherals,Ontario,Small Business,254.46,23.5,32,0.09,8.5,1.99,0.0924
59015,2012-05-26,2012-05-01,2012 Q2,Document Clip Frames,SKU-E58B9B,Furniture,Office Furnishings,Ontario,Small Business,278.19,149.39,32,0.02,8.34,0.96,0.537
59015,2012-05-26,2012-05-01,2012 Q2,Xerox 1891,SKU-B92905,Office Supplies,Paper,Ontario,Small Business,1662.33,783.84,32,0.02,48.91,5.81,0.4715
59075,2012-02-26,2012-02-01,2012 Q1,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",SKU-5C58BB,Office Supplies,Paper,Ontario,Small Business,425.91,55.06,38,0.02,11.19,5.03,0.1293
59108,2011-10-07,2011-10-01,2011 Q4,Newell 342,SKU-6BE734,Office Supplies,Pens & Art Supplies,Ontario,Corporate,68.53,-59.97,21,0.09,3.28,3.97,-0.8751
59108,2011-10-07,2011-10-01,2011 Q4,M70,SKU-D8895F,Technology,Telephones And Communication,Ontario,Corporate,4215.83,972.19,39,0.02,125.99,8.99,0.2306
59589,2012-04-11,2012-04-01,2012 Q2,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,SKU-9ED770,Office Supplies,Storage & Organization,Ontario,Home Office,1610.26,122.42,25,0.06,64.98,6.88,0.076
59685,2012-12-10,2012-12-01,2012 Q4,Belkin 8 Outlet Surge Protector,SKU-3C4386,Office Supplies,Appliances,Ontario,Consumer,505.2,78.98,12,0.05,40.98,5.33,0.1563
59685,2012-12-10,2012-12-01,2012 Q4,"Tensor ""Hersey Kiss"" Styled Floor Lamp",SKU-FD3711,Furniture,Office Furnishings,Ontario,Consumer,562.91,-560.29,46,0.1,12.99,14.37,-0.9953
59845,2009-12-22,2009-12-01,2009 Q4,Plymouth Boxed Rubber Bands by Plymouth,SKU-4EA4BA,Office Supplies,Rubber Bands,Ontario,Consumer,200.1,3.02,42,0.04,4.71,0.7,0.0151
59845,2009-12-22,2009-12-01,2009 Q4,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",SKU-3A313A,Office Supplies,Paper,Ontario,Consumer,120.54,6.52,28,0.06,4.2,2.26,0.0541
