SKU,Product,Category,Region,Warehouse,Supplier,Inventory_Level,Reorder_Point,Safety_Stock,Supplier_Lead_Time_Days,Average_Monthly_Demand,Demand_Std_Dev,Max_Stock_Level,Inventory_Value,Velocity_Class,Inventory_Status,Stockout_Risk_Flag,Overstock_Flag
SKU-291A23,Eldon¨ Wave Desk Accessories,Furniture,Quebec,WH-East,Atlas Wholesale,31,4,3,14,0.35,2.06,22,71.54,Slow-moving,Excess Inventory,No,Yes
SKU-291A23,Eldon¨ Wave Desk Accessories,Furniture,West,WH-West,Meridian Retail Co.,6,4,3,11,0.04,1.0,22,57.06,Slow-moving,Maintain,No,No
SKU-291A23,Eldon¨ Wave Desk Accessories,Furniture,Yukon,WH-North,NorthBridge Supply,24,5,4,14,0.98,3.43,23,62.83,Slow-moving,Excess Inventory,No,Yes
SKU-292054,Avery¨ Durable Slant Ring Binders With Label Holder,Office Supplies,Ontario,WH-Central,Atlas Wholesale,24,5,4,14,0.81,3.12,23,97.83,Slow-moving,Excess Inventory,No,Yes
SKU-292054,Avery¨ Durable Slant Ring Binders With Label Holder,Office Supplies,Prarie,WH-Central,Atlas Wholesale,27,4,3,13,0.21,1.58,22,115.21,Slow-moving,Excess Inventory,No,Yes
SKU-292054,Avery¨ Durable Slant Ring Binders With Label Holder,Office Supplies,Yukon,WH-North,PrimeSource Direct,18,5,4,10,1.04,3.54,23,71.05,Slow-moving,Maintain,No,No
SKU-293E41,Wilson Jones DublLock¨ D-Ring Binders,Office Supplies,Northwest Territories,WH-West,Atlas Wholesale,10,5,4,10,0.83,3.16,23,72.92,Slow-moving,Maintain,No,No
SKU-293E41,Wilson Jones DublLock¨ D-Ring Binders,Office Supplies,Ontario,WH-Central,NorthBridge Supply,10,4,3,19,0.1,1.12,22,78.88,Slow-moving,Maintain,No,No
SKU-293E41,Wilson Jones DublLock¨ D-Ring Binders,Office Supplies,Prarie,WH-Central,NorthBridge Supply,0,5,4,9,1.29,3.94,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-293E41,Wilson Jones DublLock¨ D-Ring Binders,Office Supplies,Quebec,WH-East,Meridian Retail Co.,20,5,4,16,0.69,2.87,23,128.17,Slow-moving,Maintain,No,No
SKU-293E41,Wilson Jones DublLock¨ D-Ring Binders,Office Supplies,West,WH-West,Atlas Wholesale,29,5,4,6,2.17,5.1,23,200.77,Slow-moving,Excess Inventory,No,Yes
SKU-2948E8,Xerox 1950,Office Supplies,West,WH-West,Atlas Wholesale,13,9,7,20,1.81,4.66,27,76.23,Slow-moving,Maintain,No,No
SKU-2A4322,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,0,7,6,14,1.73,4.56,25,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2A4322,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Northwest Territories,WH-West,Meridian Retail Co.,21,4,3,8,0.54,2.55,22,1230.52,Slow-moving,Maintain,No,No
SKU-2A4322,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,6,5,4,10,1.23,3.84,23,365.98,Slow-moving,Maintain,No,No
SKU-2A4322,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Quebec,WH-East,Meridian Retail Co.,20,4,3,6,0.4,2.18,22,1246.79,Slow-moving,Maintain,No,No
SKU-2A4322,Euro Pro Shark Stick Mini Vacuum,Office Supplies,West,WH-West,PrimeSource Direct,9,4,3,9,0.65,2.78,22,565.11,Slow-moving,Maintain,No,No
SKU-2A5D55,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Technology,Atlantic,WH-East,Atlas Wholesale,28,4,3,7,0.65,2.78,22,221.2,Slow-moving,Excess Inventory,No,Yes
SKU-2A5D55,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Technology,Ontario,WH-Central,Atlas Wholesale,37,10,8,15,3.79,6.75,28,307.47,Medium-moving,Excess Inventory,No,Yes
SKU-2A5D55,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Technology,Prarie,WH-Central,Atlas Wholesale,32,4,3,5,0.77,3.04,22,276.23,Slow-moving,Excess Inventory,No,Yes
SKU-2A5D55,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Technology,Quebec,WH-East,NorthBridge Supply,2,4,3,8,0.79,3.08,22,17.45,Slow-moving,Restock Recommended,Yes,No
SKU-2A5D55,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Technology,West,WH-West,PrimeSource Direct,0,4,3,8,0.5,2.45,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2A8249,Ibico Hi-Tech Manual Binding System,Office Supplies,Ontario,WH-Central,Atlas Wholesale,17,9,7,16,2.6,5.59,27,5088.13,Slow-moving,Maintain,No,No
SKU-2A8249,Ibico Hi-Tech Manual Binding System,Office Supplies,Quebec,WH-East,NorthBridge Supply,25,6,5,20,0.98,3.43,24,7513.85,Slow-moving,Excess Inventory,No,Yes
SKU-2A8249,Ibico Hi-Tech Manual Binding System,Office Supplies,West,WH-West,Atlas Wholesale,3,5,4,10,1.02,3.5,23,878.37,Slow-moving,Restock Recommended,Yes,No
SKU-2A8249,Ibico Hi-Tech Manual Binding System,Office Supplies,Yukon,WH-North,Meridian Retail Co.,14,4,3,6,0.69,2.87,22,4313.79,Slow-moving,Maintain,No,No
SKU-2A96A4,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Ontario,WH-Central,PrimeSource Direct,10,4,3,6,1.1,3.64,22,164.93,Slow-moving,Maintain,No,No
SKU-2A96A4,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Prarie,WH-Central,PrimeSource Direct,13,5,4,5,2.21,5.15,23,220.03,Slow-moving,Maintain,No,No
SKU-2A96A4,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Quebec,WH-East,Meridian Retail Co.,1,6,5,13,1.67,4.47,24,16.12,Slow-moving,Restock Recommended,Yes,No
SKU-2A96A4,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,West,WH-West,PrimeSource Direct,23,6,5,9,1.83,4.69,24,387.65,Slow-moving,Maintain,No,No
SKU-2AAB5B,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,Atlantic,WH-East,NorthBridge Supply,33,6,5,13,1.65,4.44,24,16687.7,Slow-moving,Excess Inventory,No,Yes
SKU-2AAB5B,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,Ontario,WH-Central,Atlas Wholesale,19,4,3,11,0.25,1.73,22,9095.05,Slow-moving,Maintain,No,No
SKU-2AAB5B,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,Prarie,WH-Central,Meridian Retail Co.,2,9,7,21,1.94,4.82,27,985.49,Slow-moving,Restock Recommended,Yes,No
SKU-2AAB5B,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,West,WH-West,Atlas Wholesale,25,4,3,7,0.25,1.73,22,12850.15,Slow-moving,Excess Inventory,No,Yes
SKU-2AAB5B,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Technology,Yukon,WH-North,NorthBridge Supply,27,5,4,9,1.52,4.27,23,11248.77,Slow-moving,Excess Inventory,No,Yes
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Atlantic,WH-East,NorthBridge Supply,6,5,4,10,0.94,3.35,23,64.5,Slow-moving,Maintain,No,No
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,0,5,4,12,0.88,3.24,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Ontario,WH-Central,Atlas Wholesale,22,4,3,11,0.23,1.66,22,218.74,Slow-moving,Maintain,No,No
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Quebec,WH-East,PrimeSource Direct,8,4,3,8,0.12,1.22,22,87.91,Slow-moving,Maintain,No,No
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,West,WH-West,Atlas Wholesale,6,6,5,20,1.15,3.71,24,63.34,Slow-moving,Restock Recommended,Yes,No
SKU-2B08C6,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Office Supplies,Yukon,WH-North,NorthBridge Supply,10,5,4,16,0.83,3.16,23,107.55,Slow-moving,Maintain,No,No
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,Atlantic,WH-East,Meridian Retail Co.,0,8,6,14,2.33,5.29,26,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,Ontario,WH-Central,Meridian Retail Co.,10,6,5,11,1.94,4.82,24,198.74,Slow-moving,Maintain,No,No
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,Prarie,WH-Central,NorthBridge Supply,27,6,5,13,1.71,4.53,24,556.44,Slow-moving,Excess Inventory,No,Yes
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,Quebec,WH-East,Meridian Retail Co.,1,4,3,5,0.73,2.96,22,19.36,Slow-moving,Restock Recommended,Yes,No
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,West,WH-West,PrimeSource Direct,31,4,3,5,0.4,2.18,22,587.76,Slow-moving,Excess Inventory,No,Yes
SKU-2B1A00,Belkin 105-Key Black Keyboard,Technology,Yukon,WH-North,PrimeSource Direct,17,4,3,13,0.1,1.12,22,347.41,Slow-moving,Maintain,No,No
SKU-2B3174,Avery 485,Office Supplies,Atlantic,WH-East,PrimeSource Direct,22,4,3,19,0.15,1.32,22,263.4,Slow-moving,Maintain,No,No
SKU-2B3174,Avery 485,Office Supplies,Prarie,WH-Central,NorthBridge Supply,20,6,5,21,1.08,3.61,24,242.34,Slow-moving,Maintain,No,No
SKU-2B3174,Avery 485,Office Supplies,West,WH-West,PrimeSource Direct,16,4,3,5,0.67,2.83,22,208.4,Slow-moving,Maintain,No,No
SKU-2B4072,Xerox 1992,Office Supplies,Atlantic,WH-East,NorthBridge Supply,25,6,5,14,1.08,3.61,24,156.66,Slow-moving,Excess Inventory,No,Yes
SKU-2B4072,Xerox 1992,Office Supplies,Ontario,WH-Central,PrimeSource Direct,14,5,4,15,0.79,3.08,23,82.97,Slow-moving,Maintain,No,No
SKU-2B4072,Xerox 1992,Office Supplies,Quebec,WH-East,Meridian Retail Co.,12,4,3,13,0.25,1.73,22,76.16,Slow-moving,Maintain,No,No
SKU-2B4072,Xerox 1992,Office Supplies,Yukon,WH-North,NorthBridge Supply,8,4,3,9,0.06,1.0,22,62.51,Slow-moving,Maintain,No,No
SKU-2B4595,Vinyl Sectional Post Binders,Office Supplies,Atlantic,WH-East,NorthBridge Supply,3,6,5,17,1.02,3.5,24,101.79,Slow-moving,Restock Recommended,Yes,No
SKU-2B4595,Vinyl Sectional Post Binders,Office Supplies,Ontario,WH-Central,Atlas Wholesale,18,10,8,20,2.54,5.52,28,669.16,Slow-moving,Maintain,No,No
SKU-2B4595,Vinyl Sectional Post Binders,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,0,4,3,17,0.44,2.29,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2B4595,Vinyl Sectional Post Binders,Office Supplies,West,WH-West,Atlas Wholesale,13,9,7,15,2.29,5.24,27,478.55,Slow-moving,Maintain,No,No
SKU-2B4595,Vinyl Sectional Post Binders,Office Supplies,Yukon,WH-North,Meridian Retail Co.,4,5,4,16,0.81,3.12,23,147.86,Slow-moving,Restock Recommended,Yes,No
SKU-2B7C3B,"IBM Active Response Keyboard, Black",Technology,Ontario,WH-Central,PrimeSource Direct,2,5,4,14,0.9,3.28,23,85.2,Slow-moving,Restock Recommended,Yes,No
SKU-2B7C3B,"IBM Active Response Keyboard, Black",Technology,Prarie,WH-Central,NorthBridge Supply,18,6,5,10,2.0,4.9,24,719.94,Slow-moving,Maintain,No,No
SKU-2B7C3B,"IBM Active Response Keyboard, Black",Technology,Quebec,WH-East,Atlas Wholesale,13,5,4,12,0.96,3.39,23,515.51,Slow-moving,Maintain,No,No
SKU-2C1228,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Atlantic,WH-East,PrimeSource Direct,31,5,4,15,0.62,2.74,23,111.56,Slow-moving,Excess Inventory,No,Yes
SKU-2C1228,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Ontario,WH-Central,NorthBridge Supply,25,6,5,19,0.79,3.08,24,86.89,Slow-moving,Excess Inventory,No,Yes
SKU-2C1228,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Prarie,WH-Central,NorthBridge Supply,5,4,3,7,0.88,3.24,22,17.22,Slow-moving,Maintain,No,No
SKU-2C1228,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Quebec,WH-East,NorthBridge Supply,19,4,3,17,0.31,1.94,22,69.92,Slow-moving,Maintain,No,No
SKU-2C3D3A,"TDK 4.7GB DVD-R Spindle, 15/Pack",Technology,Atlantic,WH-East,PrimeSource Direct,6,5,4,9,0.96,3.39,23,247.25,Slow-moving,Maintain,No,No
SKU-2C3D3A,"TDK 4.7GB DVD-R Spindle, 15/Pack",Technology,Prarie,WH-Central,Meridian Retail Co.,22,4,3,18,0.44,2.29,22,917.71,Slow-moving,Maintain,No,No
SKU-2C3D3A,"TDK 4.7GB DVD-R Spindle, 15/Pack",Technology,West,WH-West,NorthBridge Supply,5,5,4,15,0.81,3.12,23,209.08,Slow-moving,Restock Recommended,Yes,No
SKU-2C78DD,Xerox 1941,Office Supplies,Atlantic,WH-East,PrimeSource Direct,5,5,4,20,0.5,2.45,23,477.07,Slow-moving,Restock Recommended,Yes,No
SKU-2C78DD,Xerox 1941,Office Supplies,Quebec,WH-East,Meridian Retail Co.,10,4,3,6,0.67,2.83,22,962.52,Slow-moving,Maintain,No,No
SKU-2CA165,Colorific¨ Watercolor Pencils,Office Supplies,Northwest Territories,WH-West,Atlas Wholesale,3,4,3,10,0.21,1.58,22,15.29,Slow-moving,Restock Recommended,Yes,No
SKU-2CAB99,GBC Poly Designer Binding Covers,Office Supplies,Prarie,WH-Central,Atlas Wholesale,22,6,5,7,3.02,6.02,24,373.39,Medium-moving,Maintain,No,No
SKU-2D21EE,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Ontario,WH-Central,Atlas Wholesale,24,5,4,17,0.79,3.08,23,6674.18,Slow-moving,Excess Inventory,No,Yes
SKU-2D21EE,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Prarie,WH-Central,PrimeSource Direct,6,5,4,5,2.06,4.97,23,1752.5,Slow-moving,Maintain,No,No
SKU-2D21EE,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,West,WH-West,Meridian Retail Co.,26,4,3,5,0.23,1.66,22,8423.72,Slow-moving,Excess Inventory,No,Yes
SKU-2D48A4,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,8,4,3,5,0.73,2.96,22,303.45,Slow-moving,Maintain,No,No
SKU-2D48A4,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Yukon,WH-North,Atlas Wholesale,0,5,4,16,0.88,3.24,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2D78A0,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Atlantic,WH-East,NorthBridge Supply,5,6,5,21,1.04,3.54,24,131.85,Slow-moving,Restock Recommended,Yes,No
SKU-2D78A0,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Prarie,WH-Central,Atlas Wholesale,11,4,3,6,0.85,3.2,22,271.42,Slow-moving,Maintain,No,No
SKU-2D78A0,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Quebec,WH-East,Atlas Wholesale,16,6,5,21,0.98,3.43,24,408.75,Slow-moving,Maintain,No,No
SKU-2D78A0,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,West,WH-West,PrimeSource Direct,24,4,3,9,0.58,2.65,22,606.38,Slow-moving,Excess Inventory,No,Yes
SKU-2D8026,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Prarie,WH-Central,NorthBridge Supply,20,6,5,11,1.4,4.09,24,369.4,Slow-moving,Maintain,No,No
SKU-2D8026,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,West,WH-West,Meridian Retail Co.,1,4,3,12,0.27,1.8,22,18.93,Slow-moving,Restock Recommended,Yes,No
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,Northwest Territories,WH-West,NorthBridge Supply,3,4,3,5,0.12,1.22,22,482.85,Slow-moving,Restock Recommended,Yes,No
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,Ontario,WH-Central,Atlas Wholesale,0,6,5,16,1.4,4.09,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,Prarie,WH-Central,NorthBridge Supply,32,4,3,13,0.31,1.94,22,3882.41,Slow-moving,Excess Inventory,No,Yes
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,Quebec,WH-East,NorthBridge Supply,0,4,3,6,0.54,2.55,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,West,WH-West,NorthBridge Supply,17,4,3,8,0.25,1.73,22,2748.79,Slow-moving,Maintain,No,No
SKU-2DE223,Bevis Round Conference Table Top & Single Column Base,Furniture,Yukon,WH-North,Meridian Retail Co.,2,4,3,13,0.52,2.5,22,286.87,Slow-moving,Restock Recommended,Yes,No
SKU-2E4777,BPI Conference Tables,Furniture,Atlantic,WH-East,PrimeSource Direct,0,4,3,5,0.12,1.22,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E4777,BPI Conference Tables,Furniture,Prarie,WH-Central,NorthBridge Supply,0,5,4,9,1.38,4.06,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E4777,BPI Conference Tables,Furniture,West,WH-West,Atlas Wholesale,0,5,4,14,1.04,3.54,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E4777,BPI Conference Tables,Furniture,Yukon,WH-North,Meridian Retail Co.,10,5,4,11,1.1,3.64,23,1483.65,Slow-moving,Maintain,No,No
SKU-2E826B,Newell 338,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,11,4,3,16,0.33,2.0,22,33.39,Slow-moving,Maintain,No,No
SKU-2E826B,Newell 338,Office Supplies,Ontario,WH-Central,Atlas Wholesale,9,6,5,6,2.6,5.59,24,26.46,Slow-moving,Maintain,No,No
SKU-2E826B,Newell 338,Office Supplies,Quebec,WH-East,NorthBridge Supply,0,5,4,15,0.75,3.0,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E826B,Newell 338,Office Supplies,West,WH-West,Meridian Retail Co.,25,5,4,8,1.29,3.94,23,73.77,Slow-moving,Excess Inventory,No,Yes
SKU-2E9BDA,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Nunavut,WH-North,NorthBridge Supply,0,4,3,7,0.98,3.43,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E9BDA,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Ontario,WH-Central,PrimeSource Direct,23,5,4,13,0.75,3.0,23,140.86,Slow-moving,Maintain,No,No
SKU-2E9BDA,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Prarie,WH-Central,Meridian Retail Co.,0,5,4,13,0.98,3.43,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2E9BDA,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,West,WH-West,PrimeSource Direct,16,4,3,6,0.44,2.29,22,111.43,Slow-moving,Maintain,No,No
SKU-2E9BDA,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Yukon,WH-North,NorthBridge Supply,1,6,5,18,1.0,3.46,24,6.43,Slow-moving,Restock Recommended,Yes,No
SKU-2EA98D,Avery 479,Office Supplies,Atlantic,WH-East,PrimeSource Direct,3,4,3,5,1.54,4.3,22,8.04,Slow-moving,Restock Recommended,Yes,No
SKU-2EA98D,Avery 479,Office Supplies,Ontario,WH-Central,PrimeSource Direct,33,5,4,16,0.92,3.32,23,85.28,Slow-moving,Excess Inventory,No,Yes
SKU-2EA98D,Avery 479,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,14,4,3,7,0.52,2.5,22,43.83,Slow-moving,Maintain,No,No
SKU-2EA98D,Avery 479,Office Supplies,West,WH-West,PrimeSource Direct,25,6,5,8,2.83,5.83,24,66.22,Slow-moving,Excess Inventory,No,Yes
SKU-2EA98D,Avery 479,Office Supplies,Yukon,WH-North,Atlas Wholesale,23,4,3,17,0.02,1.0,22,404.57,Slow-moving,Excess Inventory,No,Yes
SKU-2F3C35,Epson Stylus 1520 Color Inkjet Printer,Technology,Northwest Territories,WH-West,Meridian Retail Co.,0,4,3,10,0.65,2.78,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2F3C35,Epson Stylus 1520 Color Inkjet Printer,Technology,Ontario,WH-Central,Atlas Wholesale,30,4,3,8,0.77,3.04,22,14365.41,Slow-moving,Excess Inventory,No,Yes
SKU-2F3C35,Epson Stylus 1520 Color Inkjet Printer,Technology,Prarie,WH-Central,PrimeSource Direct,20,7,6,19,1.5,4.24,25,9845.04,Slow-moving,Maintain,No,No
SKU-2F601E,M3682,Technology,Atlantic,WH-East,Atlas Wholesale,1,4,3,5,0.35,2.06,22,109.23,Slow-moving,Restock Recommended,Yes,No
SKU-2F601E,M3682,Technology,Ontario,WH-Central,Atlas Wholesale,21,6,5,20,0.88,3.24,24,2270.96,Slow-moving,Maintain,No,No
SKU-2F601E,M3682,Technology,Prarie,WH-Central,NorthBridge Supply,14,5,4,6,1.92,4.8,23,1505.26,Slow-moving,Maintain,No,No
SKU-2F601E,M3682,Technology,Quebec,WH-East,Meridian Retail Co.,31,6,5,21,1.0,3.46,24,3334.44,Slow-moving,Excess Inventory,No,Yes
SKU-2F601E,M3682,Technology,West,WH-West,NorthBridge Supply,34,6,5,15,1.25,3.87,24,3540.56,Slow-moving,Excess Inventory,No,Yes
SKU-2F601E,M3682,Technology,Yukon,WH-North,Atlas Wholesale,8,4,3,18,0.12,1.22,22,836.6,Slow-moving,Maintain,No,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Atlantic,WH-East,Meridian Retail Co.,17,4,3,16,0.15,1.32,22,319.48,Slow-moving,Maintain,No,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Northwest Territories,WH-West,Atlas Wholesale,3,4,3,6,0.04,1.0,22,63.47,Slow-moving,Restock Recommended,Yes,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Ontario,WH-Central,Atlas Wholesale,1,8,6,20,1.6,4.39,26,18.23,Slow-moving,Restock Recommended,Yes,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Prarie,WH-Central,NorthBridge Supply,15,9,7,15,2.69,5.68,27,271.24,Slow-moving,Maintain,No,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Quebec,WH-East,Atlas Wholesale,18,5,4,21,0.52,2.5,23,324.2,Slow-moving,Maintain,No,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,West,WH-West,Atlas Wholesale,21,4,3,12,0.33,2.0,22,422.95,Slow-moving,Maintain,No,No
SKU-2F98C4,Canon P1-DHIII Palm Printing Calculator,Technology,Yukon,WH-North,PrimeSource Direct,21,4,3,7,0.71,2.92,22,369.47,Slow-moving,Maintain,No,No
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,Atlantic,WH-East,NorthBridge Supply,0,4,3,8,0.19,1.5,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,Northwest Territories,WH-West,NorthBridge Supply,30,6,5,17,1.02,3.5,24,122.36,Slow-moving,Excess Inventory,No,Yes
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,Ontario,WH-Central,PrimeSource Direct,36,6,5,7,2.35,5.32,24,159.09,Slow-moving,Excess Inventory,No,Yes
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,Prarie,WH-Central,PrimeSource Direct,23,5,4,21,0.5,2.45,23,114.86,Slow-moving,Maintain,No,No
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,Quebec,WH-East,Atlas Wholesale,9,6,5,16,1.0,3.46,24,37.87,Slow-moving,Maintain,No,No
SKU-2FB1BA,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Office Supplies,West,WH-West,Atlas Wholesale,34,6,5,15,1.31,3.97,24,147.1,Slow-moving,Excess Inventory,No,Yes
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Atlantic,WH-East,NorthBridge Supply,1,5,4,16,0.92,3.32,23,688.07,Slow-moving,Restock Recommended,Yes,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Northwest Territories,WH-West,PrimeSource Direct,15,4,3,12,0.4,2.18,22,9960.16,Slow-moving,Maintain,No,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Ontario,WH-Central,NorthBridge Supply,0,5,4,21,0.54,2.55,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Prarie,WH-Central,NorthBridge Supply,19,4,3,10,0.69,2.87,22,12209.23,Slow-moving,Maintain,No,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Quebec,WH-East,NorthBridge Supply,5,4,3,13,0.21,1.58,22,3393.47,Slow-moving,Maintain,No,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,West,WH-West,PrimeSource Direct,6,5,4,17,0.6,2.69,23,4318.38,Slow-moving,Maintain,No,No
SKU-3015A6,Canon PC1060 Personal Laser Copier,Technology,Yukon,WH-North,NorthBridge Supply,0,4,3,8,0.06,1.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-303692,Westinghouse Clip-On Gooseneck Lamps,Furniture,Atlantic,WH-East,Meridian Retail Co.,32,6,5,19,0.88,3.24,24,286.29,Slow-moving,Excess Inventory,No,Yes
SKU-303692,Westinghouse Clip-On Gooseneck Lamps,Furniture,Ontario,WH-Central,Atlas Wholesale,0,5,4,20,0.71,2.92,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-303692,Westinghouse Clip-On Gooseneck Lamps,Furniture,Quebec,WH-East,Meridian Retail Co.,6,6,5,20,0.81,3.12,24,52.55,Slow-moving,Restock Recommended,Yes,No
SKU-303692,Westinghouse Clip-On Gooseneck Lamps,Furniture,West,WH-West,PrimeSource Direct,33,6,5,9,2.06,4.97,24,295.53,Slow-moving,Excess Inventory,No,Yes
